Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,87.80,2015,,SUSENAS ,,All,All,All,Q5 (wealthiest),All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,72.30,2015,,SUSENAS ,,All,All,All,All,No school,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,77.50,2015,,SUSENAS ,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,81.40,2015,,SUSENAS ,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,81.60,2015,,SUSENAS ,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,85.90,2015,,SUSENAS ,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,87.60,2015,,SUSENAS ,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,67.20,2015,,SUSENAS ,,All,All,All,All,All,Aceh,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,70.20,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Utara,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,72.60,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Barat,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,74.40,2015,,SUSENAS ,,All,All,All,All,All,Riau,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,83.30,2015,,SUSENAS ,,All,All,All,All,All,Jambi,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,85.50,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Selatan,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,89.60,2015,,SUSENAS ,,All,All,All,All,All,Bengkulu,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,89.80,2015,,SUSENAS ,,All,All,All,All,All,Lampung,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,86.70,2015,,SUSENAS ,,All,All,All,All,All,Kepulauan Bangka Belitung,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,92.10,2015,,SUSENAS ,,All,All,All,All,All,Kepulauan Riau,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,84.50,2015,,SUSENAS ,,All,All,All,All,All,DKI Jakarta,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,83.00,2015,,SUSENAS ,,All,All,All,All,All,Jawa Barat,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,89.20,2015,,SUSENAS ,,All,All,All,All,All,Jawa Tengah,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,92.70,2015,,SUSENAS ,,All,All,All,All,All,DI Yogyakarta,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,84.80,2015,,SUSENAS ,,All,All,All,All,All,Jawa Timur,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,74.40,2015,,SUSENAS ,,All,All,All,All,All,Banten,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,93.10,2015,,SUSENAS ,,All,All,All,All,All,Bali,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,90.20,2015,,SUSENAS ,,All,All,All,All,All,Nusa Tenggara Barat,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,84.60,2015,,SUSENAS ,,All,All,All,All,All,Nusa Tenggara Timur,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,73.30,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Barat,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,81.20,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Tengah,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,82.00,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Selatan,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,84.90,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Timur,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,81.90,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Utara,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,89.60,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Utara,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,79.40,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Tengah,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,83.40,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Selatan,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,83.20,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Tenggara,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,84.40,2015,,SUSENAS ,,All,All,All,All,All,Gorontalo,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,77.10,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Barat,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,75.10,2015,,SUSENAS ,,All,All,All,All,All,Maluku,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,71.80,2015,,SUSENAS ,,All,All,All,All,All,Maluku Utara,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,74.50,2015,,SUSENAS ,,All,All,All,All,All,Papua Barat,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,65.80,2015,,SUSENAS ,,All,All,All,All,All,Papua,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,81.40,2015,,SUSENAS ,,Female,All,All,All,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 12-23 months who received measles (or MMR) vaccine,83.30,2015,,SUSENAS ,,Male,All,All,All,All,All Indonesia,,12-23 months,3,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,22.30,2015,,SUSENAS,,All,All,All,All,All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,24.30,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,20.50,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,18.90,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,18.10,2015,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,20.80,2015,,SUSENAS,,All,All,All,Q3,All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,24.60,2015,,SUSENAS,,All,All,All,Q4,All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,33.10,2015,,SUSENAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,19.60,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,16.40,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,19.00,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,20.60,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,25.90,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,35.40,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,17.20,2015,,SUSENAS,,All,All,All,All,All,Aceh,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,9.30,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,9.50,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,12.50,2015,,SUSENAS,,All,All,All,All,All,Riau,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,21.60,2015,,SUSENAS,,All,All,All,All,All,Jambi,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,13.90,2015,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,10.40,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,16.40,2015,,SUSENAS,,All,All,All,All,All,Lampung,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,14.30,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,19.20,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,28.20,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,18.70,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,33.70,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,58.00,2015,,SUSENAS,,All,All,All,All,All,DI Yogyakarta,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,37.30,2015,,SUSENAS,,All,All,All,All,All,Jawa Timur,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,19.30,2015,,SUSENAS,,All,All,All,All,All,Banten,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,12.00,2015,,SUSENAS,,All,All,All,All,All,Bali,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,24.50,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,18.50,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,9.60,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,19.80,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,26.90,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,19.00,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,15.70,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,16.20,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,24.30,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,15.20,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,15.70,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,33.20,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,22.90,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,20.60,2015,,SUSENAS,,All,All,All,All,All,Maluku,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,20.20,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,23.30,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,8.60,2015,,SUSENAS,,All,All,All,All,All,Papua,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,24.10,2015,,SUSENAS,,Female,All,All,All,All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 36-59 months who attend an organized early learning/care and education programme,20.60,2015,,SUSENAS,,Male,All,All,All,All,All Indonesia,,36-59 months,4,,,,,,,,,,,,
Percentage of children aged 5-17 years who worked -> proportion of children aged 5-17 engaged in harmful child labour,6.90,2009,,Indonesia Child Labour Survey,,All,All,All,All,All,All Indonesia,,5-17 yrs,8,,,,,,,,,,,,
Percentage of children aged 5-17 years who worked -> proportion of children aged 5-17 engaged in harmful child labour,4.50,2009,,Indonesia Child Labour Survey,,All,Urban,All,All,All,All Indonesia,,5-17 yrs,8,,,,,,,,,,,,
Percentage of children aged 5-17 years who worked -> proportion of children aged 5-17 engaged in harmful child labour,8.20,2009,,Indonesia Child Labour Survey,,All,Rural,All,All,All,All Indonesia,,5-17 yrs,8,,,,,,,,,,,,
Percentage of children aged 5-17 years who worked -> proportion of children aged 5-17 engaged in harmful child labour,6.00,2009,,Indonesia Child Labour Survey,,Female,All,All,All,All,All Indonesia,,5-17 yrs,8,,,,,,,,,,,,
Percentage of children aged 5-17 years who worked -> proportion of children aged 5-17 engaged in harmful child labour,7.70,2009,,Indonesia Child Labour Survey,,Male,All,All,All,All,All Indonesia,,5-17 yrs,8,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,47.50,2015,,SUSENAS,,All,All,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,52.60,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,43.00,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,38.70,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,44.40,2015,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,49.00,2015,,SUSENAS,,All,All,All,Q3,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,51.50,2015,,SUSENAS,,All,All,All,Q4,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,59.60,2015,,SUSENAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,30.20,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,38.70,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,44.10,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,48.40,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,53.40,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,60.10,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,45.30,2015,,SUSENAS,,All,All,All,All,All,Aceh,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,39.30,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,48.70,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,49.10,2015,,SUSENAS,,All,All,All,All,All,Riau,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,48.00,2015,,SUSENAS,,All,All,All,All,All,Jambi,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,41.20,2015,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,45.10,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,54.00,2015,,SUSENAS,,All,All,All,All,All,Lampung,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,50.40,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,47.40,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,46.40,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,45.30,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,57.70,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,68.40,2015,,SUSENAS,,All,All,All,All,All,DI Yogyakarta,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,57.50,2015,,SUSENAS,,All,All,All,All,All,Jawa Timur,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,38.60,2015,,SUSENAS,,All,All,All,All,All,Banten,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,58.50,2015,,SUSENAS,,All,All,All,All,All,Bali,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,42.00,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,30.30,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,20.80,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,54.70,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,67.00,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,44.40,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,40.80,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,52.20,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,52.00,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,51.00,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,49.70,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,61.40,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,49.70,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,30.60,2015,,SUSENAS,,All,All,All,All,All,Maluku,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,29.70,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,27.40,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,22.10,2015,,SUSENAS,,All,All,All,All,All,Papua,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,48.20,2015,,SUSENAS,,Female,All,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children attending first grade of primary school who attended preschool in previous year,46.90,2015,,SUSENAS,,Male,All,All,All,All,All Indonesia,,,4,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,64.90,2016,,SUSENAS,,All,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,56.20,2016,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,73.70,2016,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,86.00,2016,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,75.90,2016,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,64.60,2016,,SUSENAS,,All,All,All,Q3,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,52.20,2016,,SUSENAS,,All,All,All,Q4,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,34.00,2016,,SUSENAS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,84.10,2016,,SUSENAS,,All,All,All,All,No school,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,79.90,2016,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,69.90,2016,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,71.70,2016,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Percentage of children deprived in 2 or more non-income dimensions of poverty,69.00,2016,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
