Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Prevalence of moderate & severe overweight in children under 5 years of age,14.3,2013,,RISKESDAS,,All,All,All,All,All,Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,13.1,2013,,RISKESDAS,,All,All,All,All,All,Jambi,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,16.7,2013,,RISKESDAS,,All,All,All,All,All,Sumatera Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,16.4,2013,,RISKESDAS,,All,All,All,All,All,Bengkulu,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,21.4,2013,,RISKESDAS,,All,All,All,All,All,Lampung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,13.6,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,8.9,2013,,RISKESDAS,,All,All,All,All,All,Kepulauan Riau,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.7,2013,,RISKESDAS,,All,All,All,All,All,DKI Jakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.8,2013,,RISKESDAS,,All,All,All,All,All,Jawa Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,12,2013,,RISKESDAS,,All,All,All,All,All,Jawa Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,10.3,2013,,RISKESDAS,,All,All,All,All,All,DI Yogyakarta,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.8,2013,,RISKESDAS,,All,All,All,All,All,Jawa Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,11.8,2013,,RISKESDAS,,All,All,All,All,All,Banten,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,12.6,2013,,RISKESDAS,,All,All,All,All,All,Bali,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,8.5,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,8,2013,,RISKESDAS,,All,All,All,All,All,Nusa Tenggara Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,12.5,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,10.9,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,9.9,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,12.6,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Timur,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age, - ,2013,,RISKESDAS,,All,All,All,All,All,Kalimantan Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,10.5,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,8.5,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tengah,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,6.8,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Selatan,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,9.6,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Tenggara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,6.9,2013,,RISKESDAS,,All,All,All,All,All,Gorontalo,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,7.9,2013,,RISKESDAS,,All,All,All,All,All,Sulawesi Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,6.4,2013,,RISKESDAS,,All,All,All,All,All,Maluku,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,7.3,2013,,RISKESDAS,,All,All,All,All,All,Maluku Utara,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,7.5,2013,,RISKESDAS,,All,All,All,All,All,Papua Barat,,0-59 months,2,,,,,,,,,,,,
Prevalence of moderate & severe overweight in children under 5 years of age,15,2013,,RISKESDAS,,All,All,All,All,All,Papua,,0-59 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.7,2012,,IDHS,,All,All,All,All,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.3,2012,,IDHS,,Male,All,All,All,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,45.2,2012,,IDHS,,Female,All,All,All,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,42.7,2012,,IDHS,,All,Urban,All,All,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,46.7,2012,,IDHS,,All,Rural,All,All,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,53.2,2012,,IDHS,,All,All,All,Q1 (poorest),All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,47.5,2012,,IDHS,,All,All,All,Q2,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,40.5,2012,,IDHS,,All,All,All,Q3,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,39.3,2012,,IDHS,,All,All,All,Q4,All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,40.3,2012,,IDHS,,All,All,All,Q5 (wealthiest),All,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.3,2012,,IDHS,,All,All,All,All,No school,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,43.3,2012,,IDHS,,All,All,All,All,Incomplete primary school,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,45.7,2012,,IDHS,,All,All,All,All,Graduated primary school,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,45.8,2012,,IDHS,,All,All,All,All,Some secondary school,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,42.6,2012,,IDHS,,All,All,All,All,Graduated from secondary school,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,47.6,2012,,IDHS,,All,All,All,All,More than secondary school,All Indonesia,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,33.4,2012,,IDHS,,All,All,All,All,All,Aceh,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,30.3,2012,,IDHS,,All,All,All,All,All,Sumatera Utara,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,47.6,2012,,IDHS,,All,All,All,All,All,Sumatera Barat,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,37.3,2012,,IDHS,,All,All,All,All,All,Riau,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.3,2012,,IDHS,,All,All,All,All,All,Jambi,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,51.9,2012,,IDHS,,All,All,All,All,All,Sumatera Selatan,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,40.4,2012,,IDHS,,All,All,All,All,All,Bengkulu,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,50.4,2012,,IDHS,,All,All,All,All,All,Lampung,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk, - ,2012,,IDHS,,All,All,All,All,All,Kepulauan Bangka Belitung,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk, - ,2012,,IDHS,,All,All,All,All,All,Kepulauan Riau,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,37.9,2012,,IDHS,,All,All,All,All,All,DKI Jakarta,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.5,2012,,IDHS,,All,All,All,All,All,Jawa Barat,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,52.4,2012,,IDHS,,All,All,All,All,All,Jawa Tengah,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk, - ,2012,,IDHS,,All,All,All,All,All,DI Yogyakarta,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.4,2012,,IDHS,,All,All,All,All,All,Jawa Timur,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,32.3,2012,,IDHS,,All,All,All,All,All,Banten,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.9,2012,,IDHS,,All,All,All,All,All,Bali,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,70.2,2012,,IDHS,,All,All,All,All,All,Nusa Tenggara Barat,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,57.4,2012,,IDHS,,All,All,All,All,All,Nusa Tenggara Timur,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,35.3,2012,,IDHS,,All,All,All,All,All,Kalimantan Barat,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,40.7,2012,,IDHS,,All,All,All,All,All,Kalimantan Tengah,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,44.9,2012,,IDHS,,All,All,All,All,All,Kalimantan Selatan,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,47.3,2012,,IDHS,,All,All,All,All,All,Kalimantan Timur,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk, - ,2012,,IDHS,,All,All,All,All,All,Kalimantan Utara,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,35.4,2012,,IDHS,,All,All,All,All,All,Sulawesi Utara,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,42.8,2012,,IDHS,,All,All,All,All,All,Sulawesi Tengah,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,53.3,2012,,IDHS,,All,All,All,All,All,Sulawesi Selatan,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,45.8,2012,,IDHS,,All,All,All,All,All,Sulawesi Tenggara,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk, - ,2012,,IDHS,,All,All,All,All,All,Gorontalo,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk, - ,2012,,IDHS,,All,All,All,All,All,Sulawesi Barat,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,49.1,2012,,IDHS,,All,All,All,All,All,Maluku,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,43.5,2012,,IDHS,,All,All,All,All,All,Maluku Utara,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,39,2012,,IDHS,,All,All,All,All,All,Papua Barat,,0-5 months,2,,,,,,,,,,,,
Proportion of infants 0-5 months of age who are fed exclusively with breastmilk,47.8,2012,,IDHS,,All,All,All,All,All,Papua,,0-5 months,2,,,,,,,,,,,,
Prevalence of anaemia among pregnant women over 15 years,37.1,2013,,RISKESDAS,,Female,All,All,All,All,All Indonesia,,15+ yrs,2,,,,,,,,,,,,
Prevalence of anaemia among pregnant women over 15 years,36.4,2013,,RISKESDAS,,Female,Urban,All,All,All,All Indonesia,,15+ yrs,2,,,,,,,,,,,,
Prevalence of anaemia among pregnant women over 15 years,37.8,2013,,RISKESDAS,,Female,Rural,All,All,All,All Indonesia,,15+ yrs,2,,,,,,,,,,,,
Prevalence of anaemia among non-pregnant women over 15 years,22.7,2013,,RISKESDAS,,Female,All,All,All,All,All Indonesia,,15+ yrs,2,,,,,,,,,,,,
Prevalence of anaemia among non-pregnant women over 15 years,22.4,2013,,RISKESDAS,,Female,Urban,All,All,All,All Indonesia,,15+ yrs,2,,,,,,,,,,,,
Prevalence of anaemia among non-pregnant women over 15 years,23,2013,,RISKESDAS,,Female,Rural,All,All,All,All Indonesia,,15+ yrs,2,,,,,,,,,,,,
Proportion of skilled attendant at birth,89.4,2015,,SUSENAS ,,Female,All,All,All,All,All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,94.7,2015,,SUSENAS ,,Female,Urban,All,All,All,All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,84.2,2015,,SUSENAS ,,Female,Rural,All,All,All,All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,82.9,2015,,SUSENAS ,,Female,All,All,Q1 (poorest),All,All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,86.5,2015,,SUSENAS ,,Female,All,All,Q2,All,All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,90.2,2015,,SUSENAS ,,Female,All,All,Q3,All,All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,94.3,2015,,SUSENAS ,,Female,All,All,Q4,All,All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,96.5,2015,,SUSENAS ,,Female,All,All,Q5 (wealthiest),All,All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,76.4,2015,,SUSENAS ,,Female,All,All,All,No school,All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,83.4,2015,,SUSENAS ,,Female,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,85.8,2015,,SUSENAS ,,Female,All,All,All,Graduated primary school (SD/MI),All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,91.3,2015,,SUSENAS ,,Female,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,94.8,2015,,SUSENAS ,,Female,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,96.2,2015,,SUSENAS ,,Female,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,94,2015,,SUSENAS ,,Female,All,All,All,All,Aceh,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,91.7,2015,,SUSENAS ,,Female,All,All,All,All,Sumatera Utara,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,93.9,2015,,SUSENAS ,,Female,All,All,All,All,Sumatera Barat,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,87.2,2015,,SUSENAS ,,Female,All,All,All,All,Riau,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,85.7,2015,,SUSENAS ,,Female,All,All,All,All,Jambi,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,90.4,2015,,SUSENAS ,,Female,All,All,All,All,Sumatera Selatan,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,94.2,2015,,SUSENAS ,,Female,All,All,All,All,Bengkulu,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,88.5,2015,,SUSENAS ,,Female,All,All,All,All,Lampung,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,95.1,2015,,SUSENAS ,,Female,All,All,All,All,Kepulauan Bangka Belitung,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,94.8,2015,,SUSENAS ,,Female,All,All,All,All,Kepulauan Riau,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,98,2015,,SUSENAS ,,Female,All,All,All,All,DKI Jakarta,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,86.8,2015,,SUSENAS ,,Female,All,All,All,All,Jawa Barat,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,97.5,2015,,SUSENAS ,,Female,All,All,All,All,Jawa Tengah,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,98.8,2015,,SUSENAS ,,Female,All,All,All,All,DI Yogyakarta,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,94.5,2015,,SUSENAS ,,Female,All,All,All,All,Jawa Timur,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,83.9,2015,,SUSENAS ,,Female,All,All,All,All,Banten,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,95.8,2015,,SUSENAS ,,Female,All,All,All,All,Bali,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,92.8,2015,,SUSENAS ,,Female,All,All,All,All,Nusa Tenggara Barat,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,71.3,2015,,SUSENAS ,,Female,All,All,All,All,Nusa Tenggara Timur,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,81.2,2015,,SUSENAS ,,Female,All,All,All,All,Kalimantan Barat,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,80.5,2015,,SUSENAS ,,Female,All,All,All,All,Kalimantan Tengah,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,91.7,2015,,SUSENAS ,,Female,All,All,All,All,Kalimantan Selatan,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,92.5,2015,,SUSENAS ,,Female,All,All,All,All,Kalimantan Timur,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,94.4,2015,,SUSENAS ,,Female,All,All,All,All,Kalimantan Utara,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,86.5,2015,,SUSENAS ,,Female,All,All,All,All,Sulawesi Utara,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,77.6,2015,,SUSENAS ,,Female,All,All,All,All,Sulawesi Tengah,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,88.5,2015,,SUSENAS ,,Female,All,All,All,All,Sulawesi Selatan,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,75.8,2015,,SUSENAS ,,Female,All,All,All,All,Sulawesi Tenggara,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,85.3,2015,,SUSENAS ,,Female,All,All,All,All,Gorontalo,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,72.4,2015,,SUSENAS ,,Female,All,All,All,All,Sulawesi Barat,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,58.5,2015,,SUSENAS ,,Female,All,All,All,All,Maluku,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,64,2015,,SUSENAS ,,Female,All,All,All,All,Maluku Utara,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,74.6,2015,,SUSENAS ,,Female,All,All,All,All,Papua Barat,,15-49 yrs,3,,,,,,,,,,,,
Proportion of skilled attendant at birth,58.3,2015,,SUSENAS ,,Female,All,All,All,All,Papua,,15-49 yrs,3,,,,,,,,,,,,
Proportion of institutional deliveries,77.6,2015,,SUSENAS ,,Female,All,All,All,All,All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,90.8,2015,,SUSENAS ,,Female,Urban,All,All,All,All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,64.4,2015,,SUSENAS ,,Female,Rural,All,All,All,All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,68.3,2015,,SUSENAS ,,Female,All,All,Q1 (poorest),All,All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,72.4,2015,,SUSENAS ,,Female,All,All,Q2,All,All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,76.7,2015,,SUSENAS ,,Female,All,All,Q3,All,All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,84,2015,,SUSENAS ,,Female,All,All,Q4,All,All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,92.4,2015,,SUSENAS ,,Female,All,All,Q5 (wealthiest),All,All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,63.8,2015,,SUSENAS ,,Female,All,All,All,No school,All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,68.6,2015,,SUSENAS ,,Female,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,70.7,2015,,SUSENAS ,,Female,All,All,All,Graduated primary school (SD/MI),All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,78.3,2015,,SUSENAS ,,Female,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,86.3,2015,,SUSENAS ,,Female,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,92.5,2015,,SUSENAS ,,Female,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,69.1,2015,,SUSENAS ,,Female,All,All,All,All,Aceh,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,58.3,2015,,SUSENAS ,,Female,All,All,All,All,Sumatera Utara,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,85.7,2015,,SUSENAS ,,Female,All,All,All,All,Sumatera Barat,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,62.7,2015,,SUSENAS ,,Female,All,All,All,All,Riau,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,51.3,2015,,SUSENAS ,,Female,All,All,All,All,Jambi,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,68.9,2015,,SUSENAS ,,Female,All,All,All,All,Sumatera Selatan,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,52.9,2015,,SUSENAS ,,Female,All,All,All,All,Bengkulu,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,79,2015,,SUSENAS ,,Female,All,All,All,All,Lampung,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,81.9,2015,,SUSENAS ,,Female,All,All,All,All,Kepulauan Bangka Belitung,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,90.6,2015,,SUSENAS ,,Female,All,All,All,All,Kepulauan Riau,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,99.7,2015,,SUSENAS ,,Female,All,All,All,All,DKI Jakarta,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,79.6,2015,,SUSENAS ,,Female,All,All,All,All,Jawa Barat,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,94.5,2015,,SUSENAS ,,Female,All,All,All,All,Jawa Tengah,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,99.5,2015,,SUSENAS ,,Female,All,All,All,All,DI Yogyakarta,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,92.3,2015,,SUSENAS ,,Female,All,All,All,All,Jawa Timur,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,71.5,2015,,SUSENAS ,,Female,All,All,All,All,Banten,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,99.6,2015,,SUSENAS ,,Female,All,All,All,All,Bali,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,88.1,2015,,SUSENAS ,,Female,All,All,All,All,Nusa Tenggara Barat,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,65.3,2015,,SUSENAS ,,Female,All,All,All,All,Nusa Tenggara Timur,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,53.5,2015,,SUSENAS ,,Female,All,All,All,All,Kalimantan Barat,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,43.6,2015,,SUSENAS ,,Female,All,All,All,All,Kalimantan Tengah,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,59.1,2015,,SUSENAS ,,Female,All,All,All,All,Kalimantan Selatan,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,81.3,2015,,SUSENAS ,,Female,All,All,All,All,Kalimantan Timur,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,74.8,2015,,SUSENAS ,,Female,All,All,All,All,Kalimantan Utara,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,74.4,2015,,SUSENAS ,,Female,All,All,All,All,Sulawesi Utara,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,53.9,2015,,SUSENAS ,,Female,All,All,All,All,Sulawesi Tengah,,All,3,,,,,,,,,,,,
Proportion of institutional deliveries,74.6,2015,,SUSENAS ,,Female,All,All,All,All,Sulawesi Selatan,,All,3,,,,,,,,,,,,
